enzyme	seqid	genome	contig	gene_no	start	end	strand	pfam	dbit	devalue	fullbit	fullevalue
phnS2	AG-911-L06_17_8_6828_7880_R	AG-911-L06	17	8	6828	7880	R	TIGR03261	459.5	7.3e-140	459.3	8.7e-140
phnS2	AG-912-C20_15_3_672_1724_F	AG-912-C20	15	3	672	1724	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-912-C20_15_4_1806_2912_F	AG-912-C20	15	4	1806	2912	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-912-C20_15_5_2917_4656_F	AG-912-C20	15	5	2917	4656	F	TIGR03262	706.8	2.4e-214	706.6	2.8e-214
hpnW	AG-912-C20_15_7_5431_6576_F	AG-912-C20	15	7	5431	6576	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-912-C20_15_8_6573_7151_R	AG-912-C20	15	8	6573	7151	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnZ	AG-912-E02_2_111_81141_81719_F	AG-912-E02	2	111	81141	81719	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-912-E02_2_112_81716_82861_R	AG-912-E02	2	112	81716	82861	R	TIGR03364	420.5	4.5e-128	420.3	5e-128
phnU2	AG-912-E02_2_114_83636_85375_R	AG-912-E02	2	114	83636	85375	R	TIGR03262	705.4	6.1e-214	705.2	7.1e-214
phnT2	AG-912-E02_2_115_85380_86486_R	AG-912-E02	2	115	85380	86486	R	TIGR03265	472.8	8.5e-144	472.6	9.7e-144
phnS2	AG-912-E02_2_116_86568_87620_R	AG-912-E02	2	116	86568	87620	R	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnS2	AG-912-I06_5_12_5514_6566_F	AG-912-I06	5	12	5514	6566	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-912-I06_5_13_6648_7754_F	AG-912-I06	5	13	6648	7754	F	TIGR03265	471.5	2.1e-143	471.3	2.4e-143
phnU2	AG-912-I06_5_14_7759_9498_F	AG-912-I06	5	14	7759	9498	F	TIGR03262	705.4	6.1e-214	705.2	7.1e-214
hpnW	AG-912-I06_5_16_10274_11419_F	AG-912-I06	5	16	10274	11419	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-912-I06_5_17_11416_11994_R	AG-912-I06	5	17	11416	11994	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnS2	AG-912-P07_21_12_5538_6590_F	AG-912-P07	21	12	5538	6590	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-912-P07_21_13_6672_7778_F	AG-912-P07	21	13	6672	7778	F	TIGR03265	472.2	1.3e-143	472	1.5e-143
phnU2	AG-912-P07_21_14_7783_9522_F	AG-912-P07	21	14	7783	9522	F	TIGR03262	705.7	4.9e-214	705.5	5.8e-214
hpnW	AG-912-P07_21_16_10296_11441_F	AG-912-P07	21	16	10296	11441	F	TIGR03364	421.3	2.4e-128	421.1	2.8e-128
phnZ	AG-912-P07_21_17_11438_12016_R	AG-912-P07	21	17	11438	12016	R	PF01966.21	27.8	2.2e-6	27.3	3.2e-6
phnZ	AG-913-A14_24_3_1315_1893_F	AG-913-A14	24	3	1315	1893	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-913-A14_24_4_1890_3035_R	AG-913-A14	24	4	1890	3035	R	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnU2	AG-913-A14_24_6_3809_5548_R	AG-913-A14	24	6	3809	5548	R	TIGR03262	707.3	1.6e-214	707.1	1.9e-214
phnT2	AG-913-A14_24_7_5553_6659_R	AG-913-A14	24	7	5553	6659	R	TIGR03265	473.2	6.3e-144	473	7.2e-144
phnS2	AG-913-A14_24_8_6741_7793_R	AG-913-A14	24	8	6741	7793	R	TIGR03261	459.5	7.3e-140	459.3	8.7e-140
phnS2	AG-913-N17_1_131_85033_86085_F	AG-913-N17	1	131	85033	86085	F	TIGR03261	459.5	7.5e-140	459.2	9e-140
phnT2	AG-913-N17_1_132_86167_87273_F	AG-913-N17	1	132	86167	87273	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-913-N17_1_133_87278_89017_F	AG-913-N17	1	133	87278	89017	F	TIGR03262	705.2	7.3e-214	704.9	8.6e-214
hpnW	AG-913-N17_1_135_89792_90937_F	AG-913-N17	1	135	89792	90937	F	TIGR03364	419.8	7.1e-128	419.6	8e-128
phnZ	AG-913-N17_1_136_90926_91513_R	AG-913-N17	1	136	90926	91513	R	PF01966.21	27.5	2.7e-6	27	3.9e-6
phnZ	AG-914-D09_8_5_2689_3267_F	AG-914-D09	8	5	2689	3267	F	PF01966.21	27.3	3.1e-6	26.8	4.5e-6
hpnW	AG-914-D09_8_6_3264_4409_R	AG-914-D09	8	6	3264	4409	R	TIGR03364	419.8	6.9e-128	419.7	7.8e-128
phnU2	AG-914-D09_8_8_5183_6922_R	AG-914-D09	8	8	5183	6922	R	TIGR03262	704.3	1.3e-213	704.1	1.5e-213
phnT2	AG-914-D09_8_9_6927_8033_R	AG-914-D09	8	9	6927	8033	R	TIGR03265	473.2	6.3e-144	473	7.2e-144
phnS2	AG-914-D09_8_10_8115_9167_R	AG-914-D09	8	10	8115	9167	R	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
hpnW	AG-914-N22_42_3_1156_2301_F	AG-914-N22	42	3	1156	2301	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-914-N22_42_4_2298_2768_R	AG-914-N22	42	4	2298	2768	R	PF01966.21	26.1	7.4e-6	25.9	8.6e-6
phnS2	AG-914-P03_21_14_6252_7304_F	AG-914-P03	21	14	6252	7304	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-914-P03_21_15_7386_8492_F	AG-914-P03	21	15	7386	8492	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-914-P03_21_16_8497_10236_F	AG-914-P03	21	16	8497	10236	F	TIGR03262	706.7	2.5e-214	706.5	3e-214
hpnW	AG-914-P03_21_18_11010_12155_F	AG-914-P03	21	18	11010	12155	F	TIGR03364	419.7	7.6e-128	419.5	8.6e-128
phnZ	AG-914-P03_21_19_12152_12730_R	AG-914-P03	21	19	12152	12730	R	PF01966.21	27.6	2.5e-6	26.8	4.5e-6
phnS2	AG-915-A11_21_6_2759_3811_F	AG-915-A11	21	6	2759	3811	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-915-A11_21_7_3893_4999_F	AG-915-A11	21	7	3893	4999	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-915-A11_21_8_5004_6743_F	AG-915-A11	21	8	5004	6743	F	TIGR03262	705.9	4.5e-214	705.6	5.2e-214
hpnW	AG-915-A11_21_10_7517_8662_F	AG-915-A11	21	10	7517	8662	F	TIGR03364	419.8	7.1e-128	419.6	8e-128
phnZ	AG-915-A11_21_11_8659_9237_R	AG-915-A11	21	11	8659	9237	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnS2	AG-915-G04_16_15_6246_7298_F	AG-915-G04	16	15	6246	7298	F	TIGR03261	458.9	1.2e-139	458.6	1.4e-139
phnT2	AG-915-G04_16_16_7380_8486_F	AG-915-G04	16	16	7380	8486	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-915-G04_16_17_8491_10230_F	AG-915-G04	16	17	8491	10230	F	TIGR03262	705.2	7.2e-214	705	8.4e-214
hpnW	AG-915-G04_16_19_11005_12150_F	AG-915-G04	16	19	11005	12150	F	TIGR03364	420.5	4.5e-128	420.3	5e-128
phnZ	AG-915-G04_16_20_12147_12725_R	AG-915-G04	16	20	12147	12725	R	PF01966.21	26.7	4.8e-6	26.1	7.7e-6
phnZ	AG-915-K06_21_3_1299_1877_F	AG-915-K06	21	3	1299	1877	F	PF01966.21	28.1	1.9e-6	27.6	2.6e-6
hpnW	AG-915-K06_21_4_1874_3019_R	AG-915-K06	21	4	1874	3019	R	TIGR03364	420.2	5.2e-128	420.1	5.9e-128
phnU2	AG-915-K06_21_6_3793_5532_R	AG-915-K06	21	6	3793	5532	R	TIGR03262	706.6	2.7e-214	706.4	3.1e-214
phnT2	AG-915-K06_21_7_5537_6643_R	AG-915-K06	21	7	5537	6643	R	TIGR03265	472.2	1.2e-143	472	1.4e-143
phnS2	AG-915-K06_21_8_6725_7777_R	AG-915-K06	21	8	6725	7777	R	TIGR03261	459.1	9.9e-140	458.8	1.2e-139
phnS2	AG-915-N19_7_40_26327_27379_F	AG-915-N19	7	40	26327	27379	F	TIGR03261	456.4	6.7e-139	456.1	8.1e-139
phnT2	AG-915-N19_7_41_27461_28567_F	AG-915-N19	7	41	27461	28567	F	TIGR03265	473.4	5.6e-144	473.2	6.4e-144
phnU2	AG-915-N19_7_42_28572_30311_F	AG-915-N19	7	42	28572	30311	F	TIGR03262	705.7	5.2e-214	705.4	6.1e-214
hpnW	AG-915-N19_7_44_31085_32230_F	AG-915-N19	7	44	31085	32230	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-915-N19_7_45_32227_32805_R	AG-915-N19	7	45	32227	32805	R	PF01966.21	29.8	5.3e-7	29.2	8e-7
phnZ	AG-915-O02_19_7_3305_3883_F	AG-915-O02	19	7	3305	3883	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-915-O02_19_8_3880_5025_R	AG-915-O02	19	8	3880	5025	R	TIGR03364	419.8	7.1e-128	419.6	8e-128
phnU2	AG-915-O02_19_10_5789_7528_R	AG-915-O02	19	10	5789	7528	R	TIGR03262	705.2	7.3e-214	704.9	8.6e-214
phnT2	AG-915-O02_19_11_7533_8639_R	AG-915-O02	19	11	7533	8639	R	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnS2	AG-915-O02_19_12_8721_9773_R	AG-915-O02	19	12	8721	9773	R	TIGR03261	457.9	2.3e-139	457.6	2.8e-139
hpnW	AG-915-O10_1_42_23985_25130_F	AG-915-O10	1	42	23985	25130	F	TIGR03364	420.5	4.5e-128	420.3	5e-128
phnZ	AG-915-O10_1_43_25127_25705_R	AG-915-O10	1	43	25127	25705	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnZ	AG-916-B16_23_3_1384_1962_F	AG-916-B16	23	3	1384	1962	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-916-B16_23_4_1959_3104_R	AG-916-B16	23	4	1959	3104	R	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnU2	AG-916-B16_23_6_3878_5617_R	AG-916-B16	23	6	3878	5617	R	TIGR03262	705.7	5e-214	705.5	5.9e-214
phnT2	AG-916-B16_23_7_5622_6728_R	AG-916-B16	23	7	5622	6728	R	TIGR03265	470	5.7e-143	469.9	6.5e-143
phnS2	AG-916-B16_23_8_6810_7862_R	AG-916-B16	23	8	6810	7862	R	TIGR03261	459.5	7.3e-140	459.3	8.7e-140
phnS2	AG-916-B20_16_13_5918_6970_F	AG-916-B20	16	13	5918	6970	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-916-B20_16_14_7052_8158_F	AG-916-B20	16	14	7052	8158	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-916-B20_16_15_8163_9902_F	AG-916-B20	16	15	8163	9902	F	TIGR03262	705.4	6.1e-214	705.2	7.1e-214
hpnW	AG-916-B20_16_17_10678_11823_F	AG-916-B20	16	17	10678	11823	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-916-B20_16_18_11820_12431_R	AG-916-B20	16	18	11820	12431	R	PF01966.21	27.7	2.4e-6	27.1	3.7e-6
phnS2	AG-916-E18_6_9_3869_4921_F	AG-916-E18	6	9	3869	4921	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-916-E18_6_10_5003_6109_F	AG-916-E18	6	10	5003	6109	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-916-E18_6_11_6114_7853_F	AG-916-E18	6	11	6114	7853	F	TIGR03262	705	8.3e-214	704.7	9.8e-214
hpnW	AG-916-E18_6_13_8627_9772_F	AG-916-E18	6	13	8627	9772	F	TIGR03364	419.8	7.1e-128	419.6	8e-128
phnZ	AG-916-E18_6_14_9769_10347_R	AG-916-E18	6	14	9769	10347	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnZ	AG-916-I03_5_20_10674_11252_F	AG-916-I03	5	20	10674	11252	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-916-I03_5_21_11249_12394_R	AG-916-I03	5	21	11249	12394	R	TIGR03364	419.8	7.1e-128	419.6	8e-128
phnU2	AG-916-I03_5_23_13169_14908_R	AG-916-I03	5	23	13169	14908	R	TIGR03262	706.6	2.7e-214	706.4	3.1e-214
phnT2	AG-916-I03_5_24_14913_16019_R	AG-916-I03	5	24	14913	16019	R	TIGR03265	473.8	4e-144	473.6	4.6e-144
phnS2	AG-916-I03_5_25_16101_17153_R	AG-916-I03	5	25	16101	17153	R	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
hpnW	AG-916-L15_37_2_423_1568_F	AG-916-L15	37	2	423	1568	F	TIGR03364	419.8	7.1e-128	419.6	8e-128
phnZ	AG-916-L15_37_3_1565_2143_R	AG-916-L15	37	3	1565	2143	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-917-A21_20_3_1004_2149_F	AG-917-A21	20	3	1004	2149	F	TIGR03364	421.2	2.8e-128	421	3.1e-128
phnZ	AG-917-A21_20_4_2146_2724_R	AG-917-A21	20	4	2146	2724	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnS2	AG-917-I07_5_13_5764_6816_F	AG-917-I07	5	13	5764	6816	F	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnT2	AG-917-I07_5_14_6898_8004_F	AG-917-I07	5	14	6898	8004	F	TIGR03265	474.8	2e-144	474.6	2.3e-144
phnU2	AG-917-I07_5_15_8009_9748_F	AG-917-I07	5	15	8009	9748	F	TIGR03262	705.4	6.1e-214	705.2	7.1e-214
hpnW	AG-917-I07_5_17_10523_11668_F	AG-917-I07	5	17	10523	11668	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-917-I07_5_18_11657_12244_R	AG-917-I07	5	18	11657	12244	R	PF01966.21	27.1	3.6e-6	26.6	5.2e-6
phnZ	AG-917-L14_13_3_1397_1975_F	AG-917-L14	13	3	1397	1975	F	PF01966.21	28.1	1.8e-6	27.6	2.6e-6
hpnW	AG-917-L14_13_4_1972_3117_R	AG-917-L14	13	4	1972	3117	R	TIGR03364	420.7	3.7e-128	420.5	4.2e-128
phnU2	AG-917-L14_13_6_3891_5630_R	AG-917-L14	13	6	3891	5630	R	TIGR03262	706.4	3e-214	706.2	3.6e-214
phnT2	AG-917-L14_13_7_5635_6741_R	AG-917-L14	13	7	5635	6741	R	TIGR03265	472.2	1.3e-143	472	1.5e-143
phnS2	AG-917-L14_13_8_6823_7875_R	AG-917-L14	13	8	6823	7875	R	TIGR03261	459.1	9.9e-140	458.8	1.2e-139
phnZ	AG-918-F13_5_34_31411_31989_F	AG-918-F13	5	34	31411	31989	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-918-F13_5_35_31986_33131_R	AG-918-F13	5	35	31986	33131	R	TIGR03364	420.4	4.7e-128	420.2	5.3e-128
phnU2	AG-918-F13_5_37_33907_35646_R	AG-918-F13	5	37	33907	35646	R	TIGR03262	705.4	6.1e-214	705.2	7.1e-214
phnT2	AG-918-F13_5_38_35651_36757_R	AG-918-F13	5	38	35651	36757	R	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnS2	AG-918-F13_5_39_36839_37891_R	AG-918-F13	5	39	36839	37891	R	TIGR03261	458.8	1.3e-139	458.5	1.5e-139
phnS2	AG-918-O16_1_17_8211_9239_F	AG-918-O16	1	17	8211	9239	F	TIGR03261	458.7	1.3e-139	458.5	1.5e-139
phnT2	AG-918-O16_1_18_9321_10427_F	AG-918-O16	1	18	9321	10427	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-918-O16_1_19_10432_12171_F	AG-918-O16	1	19	10432	12171	F	TIGR03262	704.8	9.3e-214	704.6	1.1e-213
hpnW	AG-918-O16_1_21_12945_14090_F	AG-918-O16	1	21	12945	14090	F	TIGR03364	420.5	4.5e-128	420.3	5e-128
phnZ	AG-918-O16_1_22_14087_14665_R	AG-918-O16	1	22	14087	14665	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnU2	AG-918-O17_38_1_3_1574_F	AG-918-O17	38	1	3	1574	F	TIGR03262	673.1	3.7e-204	673	4.1e-204
hpnW	AG-918-O17_38_3_2349_3494_F	AG-918-O17	38	3	2349	3494	F	TIGR03364	419.8	6.9e-128	419.7	7.8e-128
phnZ	AG-918-O17_38_4_3483_4070_R	AG-918-O17	38	4	3483	4070	R	PF01966.21	27.5	2.7e-6	27	4e-6
hpnW	AG-919-A15_49_3_1195_2340_F	AG-919-A15	49	3	1195	2340	F	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnZ	AG-919-A15_49_4_2337_2915_R	AG-919-A15	49	4	2337	2915	R	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
phnS2	AG-919-B02_5_31_13679_14731_F	AG-919-B02	5	31	13679	14731	F	TIGR03261	459.5	7.5e-140	459.2	9e-140
phnT2	AG-919-B02_5_32_14813_15919_F	AG-919-B02	5	32	14813	15919	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-919-B02_5_33_15924_17663_F	AG-919-B02	5	33	15924	17663	F	TIGR03262	704.7	1e-213	704.4	1.2e-213
hpnW	AG-919-B02_5_35_18438_19583_F	AG-919-B02	5	35	18438	19583	F	TIGR03364	420.5	4.5e-128	420.3	5e-128
phnZ	AG-919-B02_5_36_19580_20158_R	AG-919-B02	5	36	19580	20158	R	PF01966.21	27.6	2.7e-6	27.1	3.8e-6
phnZ	AG-919-C08_57_1_2_523_F	AG-919-C08	57	1	2	523	F	PF01966.21	27.7	2.4e-6	27.4	2.9e-6
hpnW	AG-919-C08_57_2_512_1657_R	AG-919-C08	57	2	512	1657	R	TIGR03364	419.1	1.1e-127	418.9	1.3e-127
phnU2	AG-919-C08_57_4_2432_3997_R	AG-919-C08	57	4	2432	3997	R	TIGR03262	671.4	1.2e-203	671.2	1.4e-203
phnZ	AG-919-J11_20_21_11047_11625_F	AG-919-J11	20	21	11047	11625	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-919-J11_20_22_11622_12767_R	AG-919-J11	20	22	11622	12767	R	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnU2	AG-919-J11_20_24_13542_15281_R	AG-919-J11	20	24	13542	15281	R	TIGR03262	705.6	5.3e-214	705.4	6.3e-214
phnT2	AG-919-J11_20_25_15286_16392_R	AG-919-J11	20	25	15286	16392	R	TIGR03265	473.9	3.8e-144	473.7	4.4e-144
phnS2	AG-919-J11_20_26_16474_17526_R	AG-919-J11	20	26	16474	17526	R	TIGR03261	458.7	1.3e-139	458.4	1.6e-139
phnS2	AG-920-J16_31_10_3870_4922_F	AG-920-J16	31	10	3870	4922	F	TIGR03261	457.9	2.3e-139	457.6	2.8e-139
phnT2	AG-920-J16_31_11_5004_6110_F	AG-920-J16	31	11	5004	6110	F	TIGR03265	473.3	5.7e-144	473.1	6.5e-144
phnU2	AG-920-J16_31_12_6115_7854_F	AG-920-J16	31	12	6115	7854	F	TIGR03262	705.2	7.3e-214	704.9	8.6e-214
hpnW	AG-920-J16_31_14_8628_9773_F	AG-920-J16	31	14	8628	9773	F	TIGR03364	420.3	5.1e-128	420.1	5.8e-128
phnZ	AG-920-J16_31_15_9770_10222_R	AG-920-J16	31	15	9770	10222	R	PF01966.21	27.3	3.2e-6	27.1	3.7e-6
phnZ	AG-920-K18_20_29_16338_16916_F	AG-920-K18	20	29	16338	16916	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-920-K18_20_30_16913_18058_R	AG-920-K18	20	30	16913	18058	R	TIGR03364	420.5	4.4e-128	420.3	5e-128
phnZ	AG-920-M14_35_3_1314_1892_F	AG-920-M14	35	3	1314	1892	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-920-M14_35_4_1889_3034_R	AG-920-M14	35	4	1889	3034	R	TIGR03364	420.5	4.2e-128	420.4	4.8e-128
phnU2	AG-920-M14_35_6_3809_5341_R	AG-920-M14	35	6	3809	5341	R	TIGR03262	661	1.7e-200	660.9	1.9e-200
phnZ	AG-923-G18_16_3_1312_1890_F	AG-923-G18	16	3	1312	1890	F	PF01966.21	27.6	2.6e-6	27.1	3.8e-6
hpnW	AG-923-G18_16_4_1887_3032_R	AG-923-G18	16	4	1887	3032	R	TIGR03364	419.8	7.1e-128	419.6	8e-128
