user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
AG-447-B06	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002171315.2, s__MGIIa-L2 sp002171315, 95.0, 91.08, 0.63; GCA_002496635.1, s__MGIIa-L2 sp002496635, 95.0, 90.66, 0.65; GCA_003602665.1, s__MGIIa-L2 sp003602665, 95.0, 82.46, 0.62; GCA_002722615.1, s__MGIIa-L2 sp002722615, 95.0, 77.78, 0.22; GCA_002502215.1, s__MGIIa-L2 sp002502215, 95.0, 77.67, 0.21; GCA_002698145.1, s__MGIIa-L2 sp002698145, 95.0, 77.65, 0.22; GCA_013330015.1, s__MGIIa-L2 sp8574u, 95.0, 77.58, 0.19; GCA_002499195.1, s__MGIIa-L2 sp002499195, 95.0, 77.54, 0.24; GCA_002706065.1, s__MGIIa-L2 sp002706065, 95.0, 77.32, 0.22; GCA_002719815.1, s__MGIIa-L2 sp002719815, 95.0, 77.18, 0.21; GCA_002726845.1, s__MGIIa-L2 sp002726845, 95.0, 77.1, 0.14	57.46	11	0.9862024121444992	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-313-F19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	ANI	N/A	GCA_002496635.1, s__MGIIa-L2 sp002496635, 95.0, 82.89, 0.52; GCA_002171315.2, s__MGIIa-L2 sp002171315, 95.0, 82.13, 0.56; GCA_003602665.1, s__MGIIa-L2 sp003602665, 95.0, 81.97, 0.57; GCA_002502215.1, s__MGIIa-L2 sp002502215, 95.0, 77.77, 0.24; GCA_002499195.1, s__MGIIa-L2 sp002499195, 95.0, 77.71, 0.24; GCA_002698145.1, s__MGIIa-L2 sp002698145, 95.0, 77.53, 0.2; GCA_002706065.1, s__MGIIa-L2 sp002706065, 95.0, 77.41, 0.23; GCA_002722615.1, s__MGIIa-L2 sp002722615, 95.0, 76.81, 0.22	38.29	11	0.971230318892778	N/A
AG-404-K16	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__	N/A	N/A	N/A	N/A	N/A	GCA_013330625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp12207u	98.12	0.59	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002715725.1, s__MGIIa-K1 sp002715725, 95.0, 94.72, 0.7; GCA_002710205.1, s__MGIIa-K1 sp002710205, 95.0, 82.29, 0.62; GCA_002709705.1, s__MGIIa-K1 sp002709705, 95.0, 81.91, 0.61; GCA_002498185.1, s__MGIIa-K1 sp002498185, 95.0, 81.42, 0.62; GCA_002727695.1, s__MGIIa-K1 sp002727695, 95.0, 80.88, 0.57; GCA_002689565.1, s__MGIIa-K1 sp002689565, 95.0, 78.79, 0.29; GCA_003602415.1, s__MGIIa-K1 sp003602415, 95.0, 78.72, 0.47; GCA_002506705.1, s__MGIIa-K1 sp002506705, 95.0, 78.54, 0.33; GCA_002701145.1, s__MGIIa-K1 sp002701145, 95.0, 78.17, 0.28; GCA_002689345.1, s__MGIIa-K1 sp002689345, 95.0, 78.0, 0.32; GCA_003602535.1, s__MGIIa-K1 sp003602535, 95.0, 77.82, 0.32; GCA_002720115.1, s__MGIIa-K1 sp002720115, 95.0, 77.75, 0.3; GCA_002507425.1, s__MGIIa-K1 sp002507425, 95.0, 77.75, 0.15; GCA_002727515.1, s__MGIIa-K1 sp002727515, 95.0, 77.71, 0.19; GCA_002710015.1, s__MGIIa-K1 sp002710015, 95.0, 77.66, 0.17; GCA_002707335.2, s__MGIIa-K1 sp002707335, 95.0, 77.47, 0.16; GCA_002694245.1, s__MGIIa-K1 sp002694245, 95.0, 77.45, 0.27; GCA_002706615.1, s__MGIIa-K1 sp002706615, 95.0, 77.44, 0.16; GCA_004195515.1, s__MGIIa-K1 sp004195515, 95.0, 75.96, 0.12	63.54	11	0.9957612126949494	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-461-G23	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002701145.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002701145	93.35	0.66	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013330625.1, s__MGIIa-K1 sp12207u, 95.0, 78.88, 0.25; GCA_002715725.1, s__MGIIa-K1 sp002715725, 95.0, 78.69, 0.28; GCA_003602535.1, s__MGIIa-K1 sp003602535, 95.0, 78.69, 0.33; GCA_002689345.1, s__MGIIa-K1 sp002689345, 95.0, 78.45, 0.35; GCA_003602415.1, s__MGIIa-K1 sp003602415, 95.0, 78.36, 0.42; GCA_002710205.1, s__MGIIa-K1 sp002710205, 95.0, 77.76, 0.26; GCA_002709705.1, s__MGIIa-K1 sp002709705, 95.0, 77.69, 0.26; GCA_002498185.1, s__MGIIa-K1 sp002498185, 95.0, 77.61, 0.3; GCA_002689565.1, s__MGIIa-K1 sp002689565, 95.0, 77.4, 0.16; GCA_002727695.1, s__MGIIa-K1 sp002727695, 95.0, 77.38, 0.24; GCA_002727515.1, s__MGIIa-K1 sp002727515, 95.0, 77.23, 0.17; GCA_002706615.1, s__MGIIa-K1 sp002706615, 95.0, 77.2, 0.16; GCA_002506705.1, s__MGIIa-K1 sp002506705, 95.0, 77.14, 0.17; GCA_002710015.1, s__MGIIa-K1 sp002710015, 95.0, 76.88, 0.13; GCA_002694245.1, s__MGIIa-K1 sp002694245, 95.0, 76.83, 0.19; GCA_002507425.1, s__MGIIa-K1 sp002507425, 95.0, 76.82, 0.13; GCA_004195515.1, s__MGIIa-K1 sp004195515, 95.0, 76.64, 0.11; GCA_002707335.2, s__MGIIa-K1 sp002707335, 95.0, 76.44, 0.14; GCA_002720115.1, s__MGIIa-K1 sp002720115, 95.0, 76.18, 0.18	57.92	11	0.994331880281976	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-337-A11	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__	taxonomic classification fully defined by topology	N/A	N/A	12.8	11	0.9999945240516473	N/A
AG-464-M02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	47.03	11	0.8802300025077031	N/A
AH-324-J05	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002724775.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002724775	94.77	0.77	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 82.75, 0.6	19.69	11	0.996269489108139	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-K10	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002718915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002718915	86.78	0.51	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 83.58, 0.45; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 81.53, 0.58; GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 80.98, 0.4; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 80.16, 0.52	42.58	11	0.956241978591966	N/A
AH-326-K13	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002718915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002718915	90.16	0.59	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 83.21, 0.43; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 81.97, 0.61; GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 81.07, 0.4; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 80.66, 0.56	53.43	11	0.9529674812756758	N/A
AG-422-O02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	ANI	N/A	GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 78.28, 0.23; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 78.04, 0.28	46.72	11	0.8643004646781602	N/A
AG-343-J07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	ANI	N/A	GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 78.77, 0.27; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 78.54, 0.34; GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 78.23, 0.27; GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 78.21, 0.24; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 77.86, 0.28	62.55	11	0.8631321259369988	N/A
AH-321-L02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	ANI	N/A	GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 78.48, 0.3; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 78.39, 0.34; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 78.28, 0.28; GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 78.02, 0.31; GCA_002506485.1, s__CG-Epi1 sp002506485, 95.0, 77.93, 0.16; GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 77.56, 0.3	70.2	11	0.8628880653564643	N/A
AG-319-J09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	ANI	N/A	GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 77.67, 0.29	44.26	11	0.8594358792898329	N/A
AG-426-D04	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	ANI	N/A	GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 78.75, 0.24; GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 78.31, 0.18; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 78.24, 0.26; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 78.12, 0.29; GCA_002506485.1, s__CG-Epi1 sp002506485, 95.0, 78.04, 0.18; GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 77.65, 0.18	65.63	11	0.856760788591933	N/A
AG-343-N02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002506485.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002506485	78.66	0.2	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 78.67, 0.22; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 77.86, 0.29; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 77.69, 0.24	57.16	11	0.870178395467985	N/A
AG-426-G14	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002506485.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp002506485	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 78.42, 0.24; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 77.76, 0.24; GCA_001875345.1, s__CG-Epi1 sp001875345, 95.0, 77.75, 0.32	46.25	11	0.8683077391591857	N/A
AG-319-N22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003331425.1, s__Nitrosopumilus sp002690535, 95.0, 87.33, 0.82; GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 87.05, 0.9; GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 86.9, 0.79; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 86.38, 0.85; GCA_001437625.1, s__Nitrosopumilus sp001437625, 95.0, 86.31, 0.76; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 85.85, 0.7; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 81.21, 0.66; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 80.9, 0.72; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 80.8, 0.74; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 80.7, 0.65; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 80.58, 0.7; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 80.57, 0.52; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 80.54, 0.69; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 80.54, 0.53; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 80.32, 0.69; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.22, 0.58; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 80.07, 0.54; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 80.01, 0.7; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 79.96, 0.5; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 79.87, 0.67; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 79.68, 0.68; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 79.66, 0.64; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 79.66, 0.57; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 79.37, 0.45; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 79.29, 0.55; GCA_000746785.1, s__Nitrosopumilus sp000746785, 95.0, 79.12, 0.17	27.52	11	0.9772305334530937	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-N20	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	N/A	N/A	N/A	N/A	N/A	GCA_001437625.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001437625	87.79	0.74	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 87.37, 0.85; GCA_003331425.1, s__Nitrosopumilus sp002690535, 95.0, 86.47, 0.85; GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 85.95, 0.91; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 85.54, 0.87; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 85.4, 0.74; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 81.26, 0.7; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 81.13, 0.75; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 81.07, 0.66; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 80.88, 0.72; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 80.68, 0.72; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.55, 0.58; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 80.55, 0.71; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 80.55, 0.72; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 80.48, 0.58; GCA_000746785.1, s__Nitrosopumilus sp000746785, 95.0, 80.33, 0.38; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 80.28, 0.53; GCA_000746685.1, s__Nitrosopumilus sp000746685, 95.0, 80.06, 0.36; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 80.03, 0.45; GCA_007037025.1, s__Nitrosopumilus sp007037025, 95.0, 79.97, 0.46; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 79.97, 0.65; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 79.95, 0.71; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 79.89, 0.56; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 79.88, 0.56; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 79.87, 0.69; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 79.8, 0.57; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 79.7, 0.69; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 79.66, 0.52; GCA_002506665.1, s__Nitrosopumilus sp002506665, 95.0, 77.38, 0.19	55.72	11	0.9846521278931131	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-C07	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	N/A	N/A	N/A	N/A	N/A	GCA_001437625.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001437625	87.89	0.67	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 87.29, 0.81; GCA_003331425.1, s__Nitrosopumilus sp002690535, 95.0, 86.43, 0.84; GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 86.32, 0.81; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 85.66, 0.81; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 85.52, 0.69; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 81.4, 0.72; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 81.33, 0.71; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 81.08, 0.71; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 81.0, 0.71; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 80.94, 0.71; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 80.79, 0.66; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 80.76, 0.61; GCA_000746785.1, s__Nitrosopumilus sp000746785, 95.0, 80.57, 0.17; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 80.54, 0.71; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 80.48, 0.68; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.41, 0.61; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 80.31, 0.68; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 80.3, 0.49; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 80.19, 0.45; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 80.08, 0.56; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 80.01, 0.66; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 79.96, 0.57; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 79.9, 0.66; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 79.8, 0.56; GCA_007037025.1, s__Nitrosopumilus sp007037025, 95.0, 79.69, 0.34; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 79.64, 0.56; GCA_000746685.1, s__Nitrosopumilus sp000746685, 95.0, 79.44, 0.37	34.31	11	0.9840996253311168	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-F23	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	N/A	N/A	N/A	N/A	N/A	GCA_001437625.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001437625	88.47	0.69	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 87.88, 0.79; GCA_003331425.1, s__Nitrosopumilus sp002690535, 95.0, 87.27, 0.83; GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 87.06, 0.86; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 86.25, 0.82; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 85.79, 0.71; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 81.8, 0.67; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 81.65, 0.75; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 81.52, 0.73; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 81.32, 0.78; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 81.19, 0.73; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 81.09, 0.73; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 80.97, 0.68; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 80.94, 0.47; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 80.8, 0.64; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 80.6, 0.69; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 80.36, 0.72; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 80.34, 0.57; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 80.25, 0.48; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.25, 0.62; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 80.12, 0.58; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 80.07, 0.68; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 80.06, 0.53; GCA_000746685.1, s__Nitrosopumilus sp000746685, 95.0, 80.04, 0.36; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 80.01, 0.54; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 79.64, 0.73	38.25	11	0.9836005042707672	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
