enzyme	seqid	genome	contig	gene_no	start	end	strand	pfam	dbit	devalue	fullbit	fullevalue
lysR	AG-453-F22_39_12_12631_13560_F	AG-453-F22	39	12	12631	13560	F	PF03466.19	124	2.2e-36	123.6	3e-36
lysR	AG-453-F22_48_5_4414_5274_R	AG-453-F22	48	5	4414	5274	R	PF03466.19	100.7	3.1e-29	100.4	3.8e-29
phnW	AG-453-F22_48_6_5378_6574_F	AG-453-F22	48	6	5378	6574	F	TIGR02326	478.2	3.2e-145	478	3.9e-145
phnA	AG-453-F22_48_7_6587_7831_F	AG-453-F22	48	7	6587	7831	F	TIGR02335	511.8	9.9e-154	511.5	1.2e-153
phnY	AG-453-F22_48_8_7884_9332_F	AG-453-F22	48	8	7884	9332	F	TIGR03250	761.4	5.3e-229	761.2	6e-229
phnU2	AG-453-I22_6_3_1276_2979_R	AG-453-I22	6	3	1276	2979	R	TIGR03262	763.2	1.9e-231	763	2.2e-231
phnT2	AG-453-I22_6_4_2983_4062_R	AG-453-I22	6	4	2983	4062	R	TIGR03265	497.4	2.8e-151	497.2	3.2e-151
phnS2	AG-453-I22_6_5_4247_5290_F	AG-453-I22	6	5	4247	5290	F	TIGR03261	404.7	3.6e-123	404.4	4.4e-123
phnS2	AG-453-I22_6_8_6891_7910_F	AG-453-I22	6	8	6891	7910	F	TIGR03261	509	6.8e-155	508.7	7.9e-155
phnT2	AG-453-I22_6_9_7972_9033_F	AG-453-I22	6	9	7972	9033	F	TIGR03265	485.9	8.3e-148	485.8	9.2e-148
phnU2	AG-453-I22_6_10_9042_10709_F	AG-453-I22	6	10	9042	10709	F	TIGR03262	801.3	5.5e-243	801.1	6.4e-243
phnW	AG-453-I22_6_13_13192_14286_F	AG-453-I22	6	13	13192	14286	F	TIGR02326	469.7	1.2e-142	469.4	1.5e-142
phnA	AG-453-I22_6_15_15066_16307_F	AG-453-I22	6	15	15066	16307	F	TIGR02335	487.3	2.7e-146	487.2	3e-146
phnY	AG-453-I22_6_16_16307_17746_F	AG-453-I22	6	16	16307	17746	F	TIGR03250	784.2	6.2e-236	784	7e-236
phnY	AG-457-A08_1_231_213987_215420_R	AG-457-A08	1	231	213987	215420	R	PF00171.21	528.4	2.2e-158	528.2	2.5e-158
phnY	AG-457-A08_1_232_215503_216882_F	AG-457-A08	1	232	215503	216882	F	PF00171.21	385.6	4.4e-115	385.5	4.9e-115
phnW	AG-457-A08_12_9_5156_6253_F	AG-457-A08	12	9	5156	6253	F	TIGR02326	474.9	3.2e-144	474.6	4.1e-144
phnY	AG-457-A08_12_12_8068_9507_R	AG-457-A08	12	12	8068	9507	R	TIGR03250	778.7	2.9e-234	778.6	3.2e-234
phnA	AG-457-A08_12_13_9507_10748_R	AG-457-A08	12	13	9507	10748	R	TIGR02335	468.6	1.3e-140	468.5	1.4000000000000001e-140
phnA	AG-457-C19_8_11_8586_9830_F	AG-457-C19	8	11	8586	9830	F	TIGR02335	468.5	1.4000000000000001e-140	468.3	1.6e-140
phnY	AG-457-C19_8_12_9827_11266_F	AG-457-C19	8	12	9827	11266	F	TIGR03250	780.7	7.2e-235	780.5	8.2e-235
phnW	AG-457-C19_8_16_13878_14975_R	AG-457-C19	8	16	13878	14975	R	TIGR03301	463.4	1.2e-140	463.2	1.3e-140
phnY	AG-457-D17_1_158_142921_144396_F	AG-457-D17	1	158	142921	144396	F	PF00171.21	528.7	1.8e-158	528.5	2e-158
phnY	AG-457-D17_1_159_144402_145835_R	AG-457-D17	1	159	144402	145835	R	PF00171.21	530.5	5e-159	530.3	5.6e-159
phnY	AG-457-D17_1_161_147288_148664_F	AG-457-D17	1	161	147288	148664	F	PF00171.21	378.9	4.8e-113	378.7	5.4e-113
phnW	AG-457-D17_6_27_20798_21895_F	AG-457-D17	6	27	20798	21895	F	TIGR03301	465.5	2.8e-141	465.3	3.2e-141
phnY	AG-457-D17_6_31_24628_26070_R	AG-457-D17	6	31	24628	26070	R	TIGR03250	796	1.6e-239	795.8	1.9e-239
phnA	AG-457-D17_6_32_26067_27308_R	AG-457-D17	6	32	26067	27308	R	TIGR02335	468.9	1.1e-140	468.7	1.2e-140
phnY	AG-457-F15_2_62_69588_70967_R	AG-457-F15	2	62	69588	70967	R	PF00171.21	377.7	1.1e-112	377.5	1.3e-112
phnU2	AG-457-F15_2_64_72376_74400_R	AG-457-F15	2	64	72376	74400	R	TIGR03262	779.2	2.6e-236	775	5.2e-235
phnT2	AG-457-F15_2_65_74403_75509_R	AG-457-F15	2	65	74403	75509	R	TIGR03265	517.8	1.8e-157	517.6	2e-157
phnS2	AG-457-F15_2_66_75602_76621_R	AG-457-F15	2	66	75602	76621	R	TIGR03261	505.9	5.9e-154	505.6	7.1e-154
phnY	AG-457-F15_18_25_23753_25201_R	AG-457-F15	18	25	23753	25201	R	TIGR03250	740.6	1e-222	740.5	1.1e-222
phnA	AG-457-F15_18_26_25215_26537_R	AG-457-F15	18	26	25215	26537	R	TIGR02335	491.9	1.1e-147	491.7	1.3e-147
phnW	AG-457-F15_18_27_26485_27672_R	AG-457-F15	18	27	26485	27672	R	TIGR02326	475.9	1.6e-144	475.6	2e-144
lysR	AG-457-F15_18_28_27785_28663_F	AG-457-F15	18	28	27785	28663	F	PF03466.19	94.2	2.9e-27	93.8	3.8e-27
lysR	AG-461-K02_32_1_2_451_F	AG-461-K02	32	1	2	451	F	PF03466.19	54	5.7e-15	53.9	6.3e-15
lysR	AG-461-K02_32_6_5255_6133_R	AG-461-K02	32	6	5255	6133	R	PF03466.19	91.9	1.5e-26	91.5	1.9e-26
phnW	AG-461-K02_32_7_6246_7433_F	AG-461-K02	32	7	6246	7433	F	TIGR02326	476	1.5e-144	475.7	1.9e-144
phnA	AG-461-K02_32_8_7457_8701_F	AG-461-K02	32	8	7457	8701	F	TIGR02335	492.1	9.5e-148	492	1.1e-147
phnY	AG-461-K02_32_9_8715_10163_F	AG-461-K02	32	9	8715	10163	F	TIGR03250	739.1	2.9e-222	739	3.3e-222
phnS2	AG-461-K23_3_54_51059_52078_F	AG-461-K23	3	54	51059	52078	F	TIGR03261	503.5	3.1e-153	503.2	3.8e-153
phnT2	AG-461-K23_3_55_52234_53409_F	AG-461-K23	3	55	52234	53409	F	TIGR03265	517.4	2.3e-157	517.1	2.9e-157
phnU2	AG-461-K23_3_56_53406_55427_F	AG-461-K23	3	56	53406	55427	F	TIGR03262	785.6	3.2e-238	779.9	1.7e-236
lysR	AG-461-K23_3_57_55424_56317_R	AG-461-K23	3	57	55424	56317	R	PF03466.19	105.2	1.2e-30	104.5	2.1000000000000002e-30
phnW	AG-461-K23_3_58_56435_57634_F	AG-461-K23	3	58	56435	57634	F	TIGR02326	480	9.5e-146	479.7	1.2e-145
phnA	AG-461-K23_3_59_57663_58907_F	AG-461-K23	3	59	57663	58907	F	TIGR02335	508.3	1.2e-152	508	1.5e-152
phnY	AG-461-K23_3_60_58928_60379_F	AG-461-K23	3	60	58928	60379	F	TIGR03250	762.2	3e-229	762	3.4e-229
phnY	AG-461-K23_5_24_19055_19621_R	AG-461-K23	5	24	19055	19621	R	PF00171.21	160.4	8.9e-47	160.3	1e-46
phnY	AG-461-K23_5_25_19648_20037_R	AG-461-K23	5	25	19648	20037	R	PF00171.21	122.9	2.2e-35	122.6	2.6e-35
phnY	AG-461-K23_5_26_20134_20301_R	AG-461-K23	5	26	20134	20301	R	PF00171.21	31.3	1.4e-7	31.2	1.4e-7
phnY	AG-461-K23_5_27_20353_20595_R	AG-461-K23	5	27	20353	20595	R	PF00171.21	47.6	1.5e-12	47.5	1.6e-12
phnY	AG-461-K23_8_46_41693_42133_R	AG-461-K23	8	46	41693	42133	R	PF00171.21	118.7	4e-34	118.6	4.5e-34
phnY	AG-461-K23_8_47_42133_43188_R	AG-461-K23	8	47	42133	43188	R	PF00171.21	265.5	1.2e-78	265.3	1.4e-78
lysR	AG-461-K23_10_25_26502_27188_F	AG-461-K23	10	25	26502	27188	F	PF03466.19	119.3	6.2e-35	119	7.5e-35
phnY	AG-461-K23_10_26_27373_28824_F	AG-461-K23	10	26	27373	28824	F	PF00171.21	511.2	3.6e-153	511	4e-153
lysR	AG-461-K23_38_8_11322_12266_F	AG-461-K23	38	8	11322	12266	F	PF03466.19	147.4	1.5e-43	147	2e-43
phnY	AG-461-K23_38_10_13727_14299_R	AG-461-K23	38	10	13727	14299	R	PF00171.21	193.4	9.1e-57	193.2	1e-56
phnY	AG-461-K23_38_11_14369_14701_R	AG-461-K23	38	11	14369	14701	R	PF00171.21	146.5	1.5e-42	146.4	1.7e-42
phnY	AG-461-K23_38_13_14987_15160_R	AG-461-K23	38	13	14987	15160	R	PF00171.21	27.1	2.5e-6	27	2.7e-6
lysR	AG-461-K23_38_20_20654_20998_F	AG-461-K23	38	20	20654	20998	F	PF03466.19	36.2	1.7e-9	35.2	3.4e-9
lysR	AG-461-K23_38_21_21074_21424_F	AG-461-K23	38	21	21074	21424	F	PF03466.19	41.4	4.3e-11	41.1	5.1e-11
phnY	AG-461-K23_66_7_3385_3855_R	AG-461-K23	66	7	3385	3855	R	PF00171.21	52.3	5.6e-14	52	7.1e-14
phnY	AG-461-K23_66_8_3949_4347_R	AG-461-K23	66	8	3949	4347	R	PF00171.21	94.8	7.3e-27	94.7	7.8e-27
phnY	AG-461-K23_66_9_4358_4843_R	AG-461-K23	66	9	4358	4843	R	PF00171.21	128.2	5.4e-37	124.4	7.6e-36
lysR	AG-461-P07_21_11_12659_13519_R	AG-461-P07	21	11	12659	13519	R	PF03466.19	94	3.3e-27	93.8	3.9e-27
phnW	AG-461-P07_21_12_13623_14819_F	AG-461-P07	21	12	13623	14819	F	TIGR02326	475.6	2.1e-144	475.3	2.5e-144
phnA	AG-461-P07_21_13_14832_16076_F	AG-461-P07	21	13	14832	16076	F	TIGR02335	505.3	9.6e-152	505	1.2e-151
phnY	AG-461-P07_21_14_16129_17577_F	AG-461-P07	21	14	16129	17577	F	TIGR03250	760.2	1.2e-228	760.1	1.3e-228
phnY	AG-464-F19_6_6_2569_4008_R	AG-464-F19	6	6	2569	4008	R	TIGR03250	779.9	1.2e-234	779.7	1.4e-234
phnA	AG-464-F19_6_7_4005_5249_R	AG-464-F19	6	7	4005	5249	R	TIGR02335	494.1	2.4e-148	493.9	2.7e-148
phnW	AG-464-F19_6_15_14181_15281_R	AG-464-F19	6	15	14181	15281	R	TIGR02326	481.8	2.6e-146	481.5	3.3e-146
phnU2	AG-464-F19_6_19_18848_20536_R	AG-464-F19	6	19	18848	20536	R	TIGR03262	801	6.8e-243	800.8	7.8e-243
phnT2	AG-464-F19_6_20_20545_21606_R	AG-464-F19	6	20	20545	21606	R	TIGR03265	488.6	1.3e-148	488.5	1.4e-148
phnS2	AG-464-F19_6_21_21672_22691_R	AG-464-F19	6	21	21672	22691	R	TIGR03261	508.1	1.2e-154	507.9	1.4e-154
phnS2	AG-464-F19_6_24_24325_25362_R	AG-464-F19	6	24	24325	25362	R	TIGR03261	398	3.7e-121	397.8	4.3e-121
phnT2	AG-464-F19_6_25_25508_26584_F	AG-464-F19	6	25	25508	26584	F	TIGR03265	486.1	7.6e-148	485.9	8.7e-148
phnU2	AG-464-F19_6_26_26593_28296_F	AG-464-F19	6	26	26593	28296	F	TIGR03262	761.3	7.4e-231	761	8.6e-231
phnW	AG-464-F20_1_21_26493_27599_R	AG-464-F20	1	21	26493	27599	R	TIGR03301	395.7	4.6e-120	395.4	5.4e-120
lysR	AG-464-F20_1_24_29020_29952_F	AG-464-F20	1	24	29020	29952	F	PF03466.19	150.6	1.6e-44	150	2.5e-44
phnY	AG-464-F20_63_5_5703_7187_R	AG-464-F20	63	5	5703	7187	R	PF00171.21	492.2	2.1e-147	492	2.3e-147
phnY	AG-464-F20_63_6_7329_8738_R	AG-464-F20	63	6	7329	8738	R	TIGR03250	781.1	5.4e-235	781	6e-235
phnA	AG-464-F20_63_7_8768_9901_R	AG-464-F20	63	7	8768	9901	R	TIGR02335	460.3	4.4e-138	460.1	4.9e-138
phnY	AG-464-G03_4_106_98092_99531_R	AG-464-G03	4	106	98092	99531	R	TIGR03250	789.9	1.2e-237	789.7	1.3e-237
phnA	AG-464-G03_4_107_99528_100772_R	AG-464-G03	4	107	99528	100772	R	TIGR02335	488.1	1.6e-146	487.9	1.8e-146
phnW	AG-464-G03_4_110_102729_103829_R	AG-464-G03	4	110	102729	103829	R	TIGR02326	475.5	2.2e-144	475.1	2.8e-144
phnU2	AG-464-G03_4_113_106163_107851_R	AG-464-G03	4	113	106163	107851	R	TIGR03262	799.9	1.4e-242	799.7	1.6e-242
phnY	AG-464-G03_19_13_8076_9314_R	AG-464-G03	19	13	8076	9314	R	PF00171.21	225.8	1.3e-66	123.4	1.6e-35
phnY	AG-464-G03_19_14_9439_10440_R	AG-464-G03	19	14	9439	10440	R	PF00171.21	343	3.6e-102	342.6	4.9e-102
phnY	AG-464-I09_9_7_7615_8994_R	AG-464-I09	9	7	7615	8994	R	PF00171.21	386.2	3e-115	386	3.3e-115
phnY	AG-464-I09_9_8_9055_10488_F	AG-464-I09	9	8	9055	10488	F	PF00171.21	530.7	4.4e-159	530.5	5e-159
phnA	AG-464-I09_11_19_15609_16853_F	AG-464-I09	11	19	15609	16853	F	TIGR02335	491.1	2e-147	490.8	2.4e-147
phnY	AG-464-I09_11_20_16850_18289_F	AG-464-I09	11	20	16850	18289	F	TIGR03250	773.1	1.4e-232	773	1.6e-232
phnW	AG-464-I09_11_23_20178_21278_R	AG-464-I09	11	23	20178	21278	R	TIGR02326	467	8.4e-142	466.7	1.1e-141
phnU2	AG-464-I09_11_25_22734_24422_R	AG-464-I09	11	25	22734	24422	R	TIGR03262	803.8	9.2e-244	803.6	1.1e-243
phnT2	AG-464-I09_11_26_24431_25492_R	AG-464-I09	11	26	24431	25492	R	TIGR03265	490.9	2.6e-149	490.7	2.9e-149
phnS2	AG-464-I09_11_27_25558_26577_R	AG-464-I09	11	27	25558	26577	R	TIGR03261	511.6	1e-155	511.4	1.2e-155
phnS2	AG-464-I09_11_30_28213_29250_R	AG-464-I09	11	30	28213	29250	R	TIGR03261	401.4	3.5e-122	401.2	4.1e-122
phnT2	AG-464-I09_11_31_29396_30472_F	AG-464-I09	11	31	29396	30472	F	TIGR03265	483.9	3.6e-147	483.7	4.1e-147
phnA	AG-464-K06_3_42_33026_34270_F	AG-464-K06	3	42	33026	34270	F	TIGR02335	490.1	3.9e-147	490	4.3e-147
phnY	AG-464-K06_3_43_34267_35706_F	AG-464-K06	3	43	34267	35706	F	TIGR03250	782	2.9e-235	781.8	3.3e-235
phnW	AG-464-K06_3_47_37680_38780_R	AG-464-K06	3	47	37680	38780	R	TIGR02326	468.7	2.5e-142	468.4	3.1e-142
phnU2	AG-464-K06_3_50_41113_42801_R	AG-464-K06	3	50	41113	42801	R	TIGR03262	800.2	1.2e-242	800	1.4e-242
phnT2	AG-464-K06_3_51_42810_43871_R	AG-464-K06	3	51	42810	43871	R	TIGR03265	486.3	6.4e-148	486.2	7.1e-148
phnS2	AG-464-K06_3_52_43937_44971_R	AG-464-K06	3	52	43937	44971	R	TIGR03261	511.6	1.1e-155	511.3	1.3e-155
phnS2	AG-464-K06_3_55_46590_47627_R	AG-464-K06	3	55	46590	47627	R	TIGR03261	402.2	2.1e-122	402	2.4e-122
phnT2	AG-464-K06_3_56_47774_48850_F	AG-464-K06	3	56	47774	48850	F	TIGR03265	486.8	4.5e-148	486.6	5.1e-148
phnU2	AG-464-K06_3_57_48859_50562_F	AG-464-K06	3	57	48859	50562	F	TIGR03262	762	4.3e-231	761.8	5e-231
phnW	AG-470-M17_10_24_20000_21097_F	AG-470-M17	10	24	20000	21097	F	TIGR03301	468.9	2.6e-142	468.7	3e-142
phnY	AG-470-M17_10_28_23831_25270_R	AG-470-M17	10	28	23831	25270	R	TIGR03250	795.1	3e-239	795	3.5e-239
phnA	AG-470-M17_10_29_25270_26511_R	AG-470-M17	10	29	25270	26511	R	TIGR02335	467.5	2.8000000000000002e-140	467.3	3.2e-140
phnY	AG-891-A04_2_34_27581_27781_F	AG-891-A04	2	34	27581	27781	F	PF00171.21	31.7	9.7e-8	29.7	4.1e-7
phnY	AG-891-A04_2_35_28034_28423_F	AG-891-A04	2	35	28034	28423	F	PF00171.21	67	1.9e-18	66.8	2.3e-18
phnY	AG-891-A04_2_36_28438_28773_F	AG-891-A04	2	36	28438	28773	F	PF00171.21	35.4	7.6e-9	35.3	8.3e-9
phnY	AG-891-A04_5_25_23322_24770_R	AG-891-A04	5	25	23322	24770	R	TIGR03250	768.4	3.9e-231	768.2	4.4e-231
phnA	AG-891-A04_5_26_24929_26167_R	AG-891-A04	5	26	24929	26167	R	TIGR02335	501.4	1.5e-150	501.2	1.7e-150
phnW	AG-891-A04_5_27_26194_27387_R	AG-891-A04	5	27	26194	27387	R	TIGR02326	473.4	9.3e-144	473.1	1.1e-143
lysR	AG-891-A04_5_28_27480_28346_F	AG-891-A04	5	28	27480	28346	F	PF03466.19	106.6	4.8e-31	106.1	6.7e-31
lysR	AG-891-A04_13_3_1665_2273_R	AG-891-A04	13	3	1665	2273	R	PF03466.19	104.1	2.7e-30	104	3e-30
phnY	AG-891-A04_13_7_6709_8145_R	AG-891-A04	13	7	6709	8145	R	PF00171.21	500	9.3e-150	499.8	1e-149
lysR	AG-891-D09_1_91_87232_88200_R	AG-891-D09	1	91	87232	88200	R	PF03466.19	126.5	3.8e-37	126	5.3e-37
phnY	AG-891-D09_1_93_89401_90879_F	AG-891-D09	1	93	89401	90879	F	PF00171.21	574.1	3.1e-172	573.8	3.7e-172
lysR	AG-891-D09_1_144_134113_134631_R	AG-891-D09	1	144	134113	134631	R	PF03466.19	88.8	1.3e-25	88.7	1.5e-25
phnW	AG-891-D09_1_146_135076_136269_F	AG-891-D09	1	146	135076	136269	F	TIGR02326	474.3	5.1e-144	474	6.1e-144
phnA	AG-891-D09_1_147_136296_137534_F	AG-891-D09	1	147	136296	137534	F	TIGR02335	494.8	1.5e-148	494.6	1.7e-148
phnY	AG-891-D09_1_149_137694_139142_F	AG-891-D09	1	149	137694	139142	F	TIGR03250	776.5	1.4e-233	776.3	1.6e-233
phnY	AG-891-D17_2_32_34026_35477_R	AG-891-D17	2	32	34026	35477	R	TIGR03250	763.4	1.3e-229	763.2	1.5e-229
phnA	AG-891-D17_2_33_35493_36734_R	AG-891-D17	2	33	35493	36734	R	TIGR02335	479.7	5.6e-144	479.4	6.9000000000000006e-144
phnW	AG-891-D17_2_34_36757_37944_R	AG-891-D17	2	34	36757	37944	R	TIGR02326	472.1	2.3e-143	471.9	2.7e-143
lysR	AG-891-F06_12_29_28332_29243_F	AG-891-F06	12	29	28332	29243	F	PF03466.19	80.6	4.4e-23	80	6.3e-23
phnY	AG-891-F06_12_32_31018_32487_R	AG-891-F06	12	32	31018	32487	R	PF00171.21	517.4	4.7e-155	517.2	5.3e-155
lysR	AG-891-F06_14_30_29639_30541_R	AG-891-F06	14	30	29639	30541	R	PF03466.19	87.4	3.6e-25	87	4.7e-25
phnY	AG-891-F06_14_31_30545_32035_R	AG-891-F06	14	31	30545	32035	R	PF00171.21	520.6	5e-156	520.5	5.6e-156
phnY	AG-891-F06_17_14_11372_12823_R	AG-891-F06	17	14	11372	12823	R	TIGR03250	764.8	4.9e-230	764.6	5.6e-230
phnA	AG-891-F06_17_15_12839_14080_R	AG-891-F06	17	15	12839	14080	R	TIGR02335	480.2	4e-144	479.9	4.9e-144
phnW	AG-891-F06_17_16_14103_15290_R	AG-891-F06	17	16	14103	15290	R	TIGR02326	475.3	2.5e-144	475	3e-144
phnW	AG-891-K05_1_160_153735_154832_F	AG-891-K05	1	160	153735	154832	F	TIGR03301	461.5	4.6e-140	461.3	5.2e-140
phnY	AG-891-K05_1_164_157447_158886_R	AG-891-K05	1	164	157447	158886	R	TIGR03250	785.4	2.7e-236	785.3	3e-236
phnA	AG-891-K05_1_165_158883_160127_R	AG-891-K05	1	165	158883	160127	R	TIGR02335	465.9	8.5e-140	465.8	9.6e-140
phnY	AG-891-K05_1_739_707294_708727_R	AG-891-K05	1	739	707294	708727	R	PF00171.21	527.1	5.4e-158	526.9	6e-158
phnY	AG-891-K05_1_741_710180_711556_F	AG-891-K05	1	741	710180	711556	F	PF00171.21	383.5	2e-114	383.3	2.2e-114
phnY	AG-892-A18_8_5_4901_6349_R	AG-892-A18	8	5	4901	6349	R	TIGR03250	747.8	7.1e-225	747.6	8e-225
phnA	AG-892-A18_8_6_6363_7607_R	AG-892-A18	8	6	6363	7607	R	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnW	AG-892-A18_8_7_7637_8824_R	AG-892-A18	8	7	7637	8824	R	TIGR02326	470.3	8.4e-143	470	1e-142
lysR	AG-892-A18_8_8_8937_9815_F	AG-892-A18	8	8	8937	9815	F	PF03466.19	99.2	8.7e-29	98.9	1.1e-28
lysR	AG-892-A18_8_13_14620_15546_R	AG-892-A18	8	13	14620	15546	R	PF03466.19	106.9	3.8e-31	106.6	4.7e-31
phnY	AG-893-A14_3_19_13569_14906_F	AG-893-A14	3	19	13569	14906	F	PF00171.21	356.2	3.6e-106	356	4.3e-106
phnY	AG-893-A14_3_21_16070_17518_R	AG-893-A14	3	21	16070	17518	R	TIGR03250	764.3	6.7e-230	764.2	7.5e-230
phnA	AG-893-A14_3_22_17599_18843_R	AG-893-A14	3	22	17599	18843	R	TIGR02335	507.9	1.5e-152	507.6	1.9e-152
phnW	AG-893-A14_3_23_18899_20086_R	AG-893-A14	3	23	18899	20086	R	TIGR02326	479.8	1.1e-145	479.3	1.5e-145
phnU2	AG-893-A14_3_65_55398_57080_R	AG-893-A14	3	65	55398	57080	R	TIGR03262	760.3	1.5e-230	760.1	1.7e-230
phnT2	AG-893-A14_3_66_57093_58157_R	AG-893-A14	3	66	57093	58157	R	TIGR03265	472.3	1.1e-143	472.2	1.3e-143
phnS2	AG-893-A14_3_67_58315_59343_F	AG-893-A14	3	67	58315	59343	F	TIGR03261	407.7	4.4e-124	407.4	5.3e-124
phnY	AG-893-G21_2_33_31873_33324_R	AG-893-G21	2	33	31873	33324	R	TIGR03250	764.8	4.8e-230	764.6	5.4e-230
phnA	AG-893-G21_2_34_33340_34581_R	AG-893-G21	2	34	33340	34581	R	TIGR02335	482.6	7.4e-145	482.3	9.2e-145
phnW	AG-893-G21_2_35_34604_35791_R	AG-893-G21	2	35	34604	35791	R	TIGR02326	472.5	1.7e-143	472.2	2.1e-143
phnY	AG-893-G21_5_121_133759_135228_F	AG-893-G21	5	121	133759	135228	F	PF00171.21	513.1	9.3e-154	513	1.1e-153
lysR	AG-893-G21_5_124_137003_137914_R	AG-893-G21	5	124	137003	137914	R	PF03466.19	83.8	4.6e-24	83.3	6.4e-24
lysR	AG-893-G21_15_25_24346_25248_R	AG-893-G21	15	25	24346	25248	R	PF03466.19	86.4	7.2e-25	86	9.4e-25
phnY	AG-893-G21_15_26_25252_26742_R	AG-893-G21	15	26	25252	26742	R	PF00171.21	520.7	4.8e-156	520.5	5.5e-156
phnY	AG-895-F08_4_30_29788_31278_R	AG-895-F08	4	30	29788	31278	R	PF00171.21	447.6	7e-134	447.3	8.6e-134
phnY	AG-895-F08_4_33_33824_35284_R	AG-895-F08	4	33	33824	35284	R	PF00171.21	515.1	2.3e-154	514.9	2.7e-154
phnY	AG-895-F08_15_2_800_2248_R	AG-895-F08	15	2	800	2248	R	TIGR03250	774.1	7.2e-233	773.9	8.1e-233
phnA	AG-895-F08_15_3_2329_3573_R	AG-895-F08	15	3	2329	3573	R	TIGR02335	522.4	6.3e-157	522	7.8e-157
phnW	AG-895-F08_15_4_3629_4816_R	AG-895-F08	15	4	3629	4816	R	TIGR02326	469.1	1.9e-142	468.8	2.4e-142
lysR	AG-895-F08_15_6_5523_5786_F	AG-895-F08	15	6	5523	5786	F	PF03466.19	32.3	2.6e-8	32.1	2.9e-8
phnY	AG-895-L09_5_15_12106_13554_R	AG-895-L09	5	15	12106	13554	R	TIGR03250	747.8	7.1e-225	747.6	8e-225
phnA	AG-895-L09_5_16_13568_14812_R	AG-895-L09	5	16	13568	14812	R	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnW	AG-895-L09_5_17_14842_16029_R	AG-895-L09	5	17	14842	16029	R	TIGR02326	469.2	1.8e-142	468.9	2.2e-142
lysR	AG-895-L09_5_18_16143_17021_F	AG-895-L09	5	18	16143	17021	F	PF03466.19	99.2	8.9e-29	98.9	1.1e-28
lysR	AG-895-L09_5_23_21826_22752_R	AG-895-L09	5	23	21826	22752	R	PF03466.19	106.9	3.8e-31	106.6	4.7e-31
phnS2	AG-895-L09_23_7_3554_4573_F	AG-895-L09	23	7	3554	4573	F	TIGR03261	505.4	7.9e-154	505.2	9.5e-154
phnT2	AG-895-L09_23_8_4666_5772_F	AG-895-L09	23	8	4666	5772	F	TIGR03265	518.1	1.4e-157	517.9	1.6e-157
phnU2	AG-895-L09_23_9_5775_7799_F	AG-895-L09	23	9	5775	7799	F	TIGR03262	776.5	1.8e-235	773	2e-234
phnY	AG-895-L09_23_11_9208_10587_F	AG-895-L09	23	11	9208	10587	F	PF00171.21	386.1	3.2e-115	385.9	3.6e-115
phnW	AG-896-A01_22_1_156_1343_F	AG-896-A01	22	1	156	1343	F	TIGR02326	468.6	2.8e-142	468.3	3.4e-142
phnA	AG-896-A01_22_2_1373_2617_F	AG-896-A01	22	2	1373	2617	F	TIGR02335	487.9	1.8e-146	487.8	2e-146
phnY	AG-896-A01_22_3_2631_4079_F	AG-896-A01	22	3	2631	4079	F	TIGR03250	743.3	1.6e-223	743.1	1.8e-223
phnW	AG-896-P15_1_27_27946_29133_F	AG-896-P15	1	27	27946	29133	F	TIGR02326	472.9	1.4e-143	472.6	1.7e-143
phnA	AG-896-P15_1_28_29162_30406_F	AG-896-P15	1	28	29162	30406	F	TIGR02335	491.5	1.5e-147	491.3	1.7e-147
phnY	AG-896-P15_1_29_30420_31868_F	AG-896-P15	1	29	30420	31868	F	TIGR03250	748	6.2e-225	747.8	7e-225
lysR	AG-897-G20_2_164_151998_152924_F	AG-897-G20	2	164	151998	152924	F	PF03466.19	107.5	2.6e-31	107.2	3.1e-31
lysR	AG-897-G20_2_169_157729_158607_R	AG-897-G20	2	169	157729	158607	R	PF03466.19	97.8	2.3e-28	97.5	2.9e-28
phnW	AG-897-G20_2_170_158721_159908_F	AG-897-G20	2	170	158721	159908	F	TIGR02326	470.4	7.9e-143	470.1	9.6e-143
phnA	AG-897-G20_2_171_159938_161182_F	AG-897-G20	2	171	159938	161182	F	TIGR02335	493.5	3.6e-148	493.3	4.1e-148
phnY	AG-897-G20_2_172_161196_162644_F	AG-897-G20	2	172	161196	162644	F	TIGR03250	745.8	2.8e-224	745.6	3.1e-224
phnS2	AG-897-G20_3_160_159395_160414_F	AG-897-G20	3	160	159395	160414	F	TIGR03261	504.2	1.8e-153	504	2.2e-153
phnT2	AG-897-G20_3_161_160507_161613_F	AG-897-G20	3	161	160507	161613	F	TIGR03265	519.3	5.9e-158	519.1	6.7e-158
phnU2	AG-897-G20_3_162_161616_163640_F	AG-897-G20	3	162	161616	163640	F	TIGR03262	779.1	2.9e-236	775.7	3.1e-235
phnY	AG-897-G20_3_164_165049_166428_F	AG-897-G20	3	164	165049	166428	F	PF00171.21	384.6	9.3e-115	384.4	1e-114
phnS2	AG-898-J17_1_225_238898_239917_F	AG-898-J17	1	225	238898	239917	F	TIGR03261	504.2	1.8e-153	504	2.2e-153
phnT2	AG-898-J17_1_226_240010_241116_F	AG-898-J17	1	226	240010	241116	F	TIGR03265	519.3	5.9e-158	519.1	6.7e-158
